id,text,n_crop,n_disease,n_medicine
913-1,不/d 是/vshi 绵疫病/n_disease ，似/vg 药害/n_new 。/wj ,[],['绵疫病'],[]
913-2,药害/n_new ，可/c 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],[],['微生物菌剂']
913-3,不/d 是/vshi 绵疫病/n_disease 。/wj ,[],['绵疫病'],[]
914-1,注意遮阴/n_new ，叶面喷施/n_new 氨基酸/n_medicine 钙/n 或/c 螯合钙/n_medicine 。/wj ,[],[],"['氨基酸', '螯合钙']"
914-2,高/a 氮/n 缺硼/n_disease ，严重/ad 缺硼/n_disease 造成/v 的/ude1 。/wj 建议/n 注意/v 均匀/ad 浇水/vi ，防止/v 干旱/a 诱/vg 发生/v 理性/n 缺硼/n_disease ，选用/v 糖/n 醇/ag 硼/n 、/wn 速乐硼/n_medicine 等/udeng 喷施/n_new 缓解/n_new 。/wj 同时/c 注意/v 平衡/a 用/p 肥/n ，控氮/n_new ，提前/vd 补充/v 速乐硼/n_medicine ，糖醇钙/n_medicine 喷雾/n_new 。/wj ,[],"['缺硼', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
914-3,建议/v 喷施/n_new 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng ，提高抗逆性/n_new 。/wj ,[],[],['微生物菌剂']
915-1,用药不当/n_disease ，叶面喷施/n_new 氨基酸/n_medicine 十芸苔素/n_medicine 或/c 碧护/n_medicine 缓解/n_new 。/wj ,[],['用药不当'],"['氨基酸', '十芸苔素', '碧护']"
915-2,用药不当/n_disease 导致/v 的/ude1 喷施/n_new 碧护/n_medicine 缓解/n_new ,[],['用药不当'],['碧护']
915-3,用药不当/n_disease ，叶面喷施/n_new 碧护/n_medicine 或/c 芸苔素内酯/n_medicine 缓解/n_new 。/wj ,[],['用药不当'],"['碧护', '芸苔素内酯']"
916-1,药害/n_new ，叶面喷施/n_new 氨基酸/n_medicine 十芸苔素/n_medicine 或/c 碧护/n_medicine 缓解/n_new 。/wj ,[],[],"['氨基酸', '十芸苔素', '碧护']"
916-2,肥害/n_disease 或/c 药害/n_new 等/udeng 外力/n 损伤造成/n_new 的/ude1 ，不/d 是/vshi 病菌/n 性病/n 害/n 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['肥害'],['微生物菌剂']
916-3,考虑/n_new 用药不当/n_disease 引起/v 的/ude1 药害/n_new ，叶面喷施/n_new 磷酸二氢钾/n_medicine 加/b 氨基酸叶面肥/n_medicine 加芸/nr2 苔/ng 素/ag 或者/c 碧护/n_medicine 缓解/n_new ,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
917-1,温度/n_new 不适/a ，用药不当/n_disease ，叶面喷施/n_new 碧护/n_medicine 或/c 芸苔素内酯/n_medicine 缓解/n_new 。/wj ,[],['用药不当'],"['碧护', '芸苔素内酯']"
917-2,温度/n_new 不适/a 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine +磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
917-3,温度/n_new 不适/a 或/c 用药不当/n_disease 引起/v ，可/c 喷施/n_new 氨基酸/n_medicine ＋/w 磷酸二氢钾/n_medicine ，碧护/n_medicine 或/c 芸苔素内酯/n_medicine 可/v 缓解/n_new ,[],['用药不当'],"['氨基酸', '磷酸二氢钾', '碧护', '芸苔素内酯']"
918-1,高/a 氮/n 缺硼/n_disease ，缺钙/n_disease 引起/v ，严重/ad 缺硼/n_disease 造成/v 的/ude1 。/wj 建议/n 注意/v 均匀/ad 浇水/vi ，防止/v 干旱/a 诱/vg 发生/v 理性/n 缺硼/n_disease ，选用/v 糖/n 醇/ag 硼/n 、/wn 速乐硼/n_medicine 等/udeng 喷施/n_new 缓解/n_new 。/wj 同时/c 注意/v 平衡/a 用/p 肥/n ，控氮/n_new ，提前/vd 补充/v 速乐硼/n_medicine ，糖醇钙/n_medicine 喷雾/n_new 。/wj ,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
918-2,脐腐病/n_disease ；/wf 病害表现/n_disease ：/wp 发生/v 初期/f 首先/n_new 在/p 果实/n 顶端/n 出现/v 一个/mq 或/c 几个/q 凹陷/a 的/ude1 斑点/n ，渐渐/d 变成/v 暗绿色/n_new 的/ude1 斑块/n 。/wj ；/wf 防治方法/n_new ：/wp 在/p 辣椒/n_crop 的/ude1 整个/b 种植过程/n_new 中/f 别/d 出现/v 缺水/v ，同时/c 要/v 疏果/n_new 保证/v 养分/n 供应/vn 。/wj 对于/p 酸性/n 土壤/n ，要/v 加/v 施/nr1 石灰/n 保证/v 土壤/n 不/d 缺钙/n_disease 。/wj 化学/n 防治/v 用/p 5%氯化钙/n_medicine ，1%磷酸钙/n 。/wj ,['辣椒'],"['脐腐病', '病害表现', '缺钙']",['氯化钙']
918-3,脐腐病/n_disease 这种/r 情况/n 是/vshi 由于/p 生理性/n_new 缺钙/n_disease 造成/v   建议/n 叶面喷施/n_new 氨基酸/n_medicine 钙/n 或/c 糖醇钙/n_medicine +碧护/n_medicine +磷酸二氢钾/n_medicine 喷雾/n_new 调节/n_new 防治/vn ,[],"['脐腐病', '缺钙']","['氨基酸', '糖醇钙', '碧护', '磷酸二氢钾']"
919-1,考虑温度不适/n_new 或/c 土壤盐渍化/n_disease 严重/a ，根系发育不良/n_disease 及/cc 缺素/n_disease 导致/v 症状/n 建议/n 用/v 腐植酸/n_medicine +甲霜恶霉灵/n_medicine +枯草芽孢杆菌/n_disease 灌根/n_new 改良土壤环境/n_new ，起/vf 到/v 养根/n_new 、/wn 护/v 根/n 、/wn 促进根系生长发育/n_new ，结合叶面/n_new 用/v 碧护/n_medicine +磷酸二氢钾/n_medicine +中/f 微量元素/nl 喷施/n_new 缓解/n_new 此/rzs 症状/n ,[],"['土壤盐渍化', '根系发育不良', '缺素', '枯草芽孢杆菌']","['腐植酸', '甲霜恶霉灵', '碧护', '磷酸二氢钾']"
919-2,土壤环境/n_new 差/a 根系发育不良/n_disease 冲施/n_new 腐/vg 殖/w 酸/a 枯草芽孢杆菌/n_disease ,[],"['根系发育不良', '枯草芽孢杆菌']",[]
919-3,根系吸收/n_new 不好/ad 缺素证/n_disease ，冲施/n_new 枯草芽孢杆菌/n_disease 养/v 根系/n 生根/vi ，叶面喷施/n_new 氨基酸/n_medicine 加/v 微量元素/nl 缓解/n_new 下/f ，7到/v 10天/qt 喷施/n_new 一次/qv ,[],"['缺素证', '枯草芽孢杆菌']",['氨基酸']
920-1,辣椒/n_crop 脐腐病/n_disease 危害/vn ，建议控制/n_new 氮/n 、/wn 钾肥/n_medicine 施用/v 量/n ，以防/v 影响钙/n_new 的/ude1 吸收/vn 与/cc 运转/vi 。/wj 喷施/n_new 糖醇钙/n_medicine 或/c 氨基酸/n_medicine 钙/n 等/udeng 防治/vn 。/wj ,['辣椒'],['脐腐病'],"['钾肥', '糖醇钙', '氨基酸']"
920-2,高/a 氮/n 缺硼/n_disease ，缺钙/n_disease 引起/v 严重/ad 缺硼/n_disease 造成/v 的/ude1 。/wj 建议/n 注意/v 均匀/ad 浇水/vi ，防止/v 干旱/a 诱/vg 发生/v 理性/n 缺硼/n_disease ，选用/v 糖/n 醇/ag 硼/n 、/wn 速乐硼/n_medicine 等/udeng 喷施/n_new 缓解/n_new 。/wj 同时/c 注意/v 平衡/a 用/p 肥/n ，控氮/n_new ，提前/vd 补充/v 速乐硼/n_medicine ，糖醇钙/n_medicine 喷雾/n_new 。/wj ,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
920-3,脐腐病/n_disease ，喷洒/v 1％的/ude1 过磷酸钙/n_medicine 或/c 0·5％氯化钙/n_medicine 加/v 5mg／kg/x 萘乙酸/n_medicine ，0·1％硝酸钙/n_medicine 及/cc 爱多收/n_medicine 6000倍/q 液/ng ，或/c 绿/a 芬/b 威/ng 3号/q 1000－/wp 1500倍/q 液/ng ,[],['脐腐病'],"['过磷酸钙', '氯化钙', '萘乙酸', '硝酸钙', '爱多收']"
921-1,温度/n_new 不适/a 或/c 药害/n_new ，可/v 叶面喷施/n_new 碧护/n_medicine ，磷酸二氢钾/n_medicine 缓解/n_new ,[],[],"['碧护', '磷酸二氢钾']"
921-2,你好/n_new ，注意/v 疫病/n_disease ，防治/v 可用/v 烯酰吗啉/n_medicine ，氟吗啉/n_medicine ，霜霉威盐酸盐/n_medicine ，霜脲锰锌/n_medicine ，甲/Mg 霜/n 锰锌/n_medicine ，增威/nr2 赢/v 绿/an ，银法利/nrf ，氰霜唑/n_medicine 防治/vn ,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
921-3,用药不当/n_disease 导致/v 的/ude1 喷施/n_new 碧护/n_medicine 缓解/n_new ,[],['用药不当'],['碧护']
922-1,生理性/n_new 温度/n_new 不适/a 喷药/v 不当/a 引起/v 喷/v 施芸/nr 苔/ng 素/ag 氨基酸/n_medicine 二氢/n 钾/n ,[],[],['氨基酸']
922-2,考虑/n_new 是/vshi 用药不当/n_disease 造成/v 的/ude1 ，叶面喷施/n_new 氨基酸/n_medicine 十芸苔素/n_medicine 或/c 碧护/n_medicine 缓解/n_new 。/wj ,[],['用药不当'],"['氨基酸', '十芸苔素', '碧护']"
922-3,温度/n_new 不适/a 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine +磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
923-1,你好/n_new ，个别考虑/n_new 病毒病/n_disease ，防治/v 可用/a 氨基寡糖素/n_medicine ，盐酸吗啉胍/n_medicine ，宁南霉素/n_medicine ，松脂酸铜/n_medicine ，病毒/n A/rzv 加上/v 烯啶吡蚜酮/n_medicine ，钝化病毒/n_disease 病/n ，切断/v 传播途径/n_new 。/wj ,[],"['病毒病', '钝化病毒']","['氨基寡糖素', '盐酸吗啉胍', '宁南霉素', '松脂酸铜', '烯啶吡蚜酮']"
923-2,病毒病/n_disease ，只能/v 钝化/n_new 不/d 能/v 治愈/v 。/wj ,[],['病毒病'],[]
923-3,考虑/n_new 病毒病/n_disease ，主要/d 由/p 蓟马/n_disease ，飞/vi 虱/w ，蚜虫/n_disease 等/udeng 刺吸式害虫/n_disease 传/v 毒/n 引起/v ，要/v 及时/ad 防治/v 蓟马/n_disease 灰飞虱/n_disease 异常/a 危害/vn ，切断/v 传/v 毒/n 媒介/n ，可用/v 毒/n 氟/n 磷/n ，宁南霉素/n_medicine ，氨基寡糖素/n_medicine ，低/a 壳/ng 聚糖/n_new ，盐酸吗啉胍/n_medicine 加/v 吡蚜酮/n_medicine 或者/d 吡虫啉/n_medicine 加/b 硫酸锌喷雾/n_medicine 防治/vn 。/wj ,[],"['病毒病', '蓟马', '蚜虫', '刺吸式害虫', '蓟马', '灰飞虱']","['宁南霉素', '氨基寡糖素', '盐酸吗啉胍', '吡蚜酮', '吡虫啉', '硫酸锌喷雾']"
924-1,辣椒/n_crop 疫霉/n_disease 茎基腐病/n_disease 危害/vn ，可/c 选用/v 10%氰霜唑/n_medicine 悬浮剂/n 200倍/q 液/ng 、/wn 58%精/a 甲霜·锰锌/n_medicine 可/v 湿性粉剂/n_medicine 600倍/q 液/ng 等/udeng 喷施防治/n_new 。/wj ,['辣椒'],"['疫霉', '茎基腐病']","['氰霜唑', '锰锌', '湿性粉剂']"
924-2,茎基腐病/n_disease ，属于土/n_new 传播/vn 疾病/n ，由/p 土壤/n 中/f 残留/v 病菌/n 传染/v 导致/v 建议/n 用/p 25%甲/Mg 霜/n ·/w 霜霉威/n_medicine 125-/wp 187克/q //w 亩/q 喷雾/n_new 50%王铜/n_medicine ·/w 甲霜灵/n_medicine 100-/wp 125克/q //w 亩/q 喷雾/n_new 56%甲/Mg 硫/n ·/w 恶霉灵/n_medicine 600-/wp 800倍/q 液/ng 灌根/n_new 10亿个/q //w 克/q 枯草芽孢杆菌/n_disease 150-/wp 200克/q //w 亩/q 喷雾/n_new 20%二氯/n 异/ag 氰/w 脲/w 酸钠/n_medicine 300-/wp 400倍/q 液/ng 灌根/n_new 30%精/a 甲/n ·/w 恶霉灵/n_medicine 15-/wp 18毫升/q //w 亩/q 喷雾/n_new 3%甲/Mg 霜/n ·/w 恶霉灵/n_medicine 500-/wp 700倍/q 液/ng 灌根/n_new 可以/n_new 用/p 以上/f 药剂/n +生根剂/n_medicine 喷淋/n_new 茎杆/n_new 灌根/n_new 防治/vn ,[],"['茎基腐病', '枯草芽孢杆菌']","['霜霉威', '王铜', '甲霜灵', '恶霉灵', '酸钠', '恶霉灵', '恶霉灵', '生根剂']"
924-3,你好/n_new ，考虑/n_new 茎基腐病/n_disease ，防治/v 可用精甲/n_new 霜灵/n_medicine 咯菌腈/n_medicine ，枯草芽孢杆菌/n_disease 复配/n_new 甲霜恶霉灵/n_medicine 灌根/n_new 淋/v 根/n 处理/vn ，连/ulian 用/v 二到/v 三次/qv ，间隔/n 五到/v 七天/qt ，注意/v 控/v 水/n 。/wj ,[],"['茎基腐病', '枯草芽孢杆菌']","['霜灵', '咯菌腈', '甲霜恶霉灵']"
925-1,象/n 甲/Mg 危害/v 建议使用/n_new 联苯菊酯/n_medicine +烯啶虫胺/n_medicine 或/c 噻虫嗪/n_medicine 喷施防治/n_new ,[],[],"['联苯菊酯', '烯啶虫胺', '噻虫嗪']"
925-2,灰/ag 象/ng 甲/n ，建议选用/n_new 烯啶虫胺/n_medicine +联苯菊酯/n_medicine 、/wn 噻虫嗪/n_medicine +高效氯氟氰菊酯/n_medicine 、/wn 螺虫乙酯/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],[],"['烯啶虫胺', '联苯菊酯', '噻虫嗪', '高效氯氟氰菊酯', '螺虫乙酯']"
925-3,象/ng 甲/n ，用/p 功夫/n ，溴氰菊酯/n_medicine 等/udeng 防治/vn 。/wj ,[],[],['溴氰菊酯']
926-1,建议/v 随/p 水/n 冲施/n_new 腐/vg 殖/w 酸/a +枯草芽孢杆菌/n_disease ，促进根系生长发育/n_new ，叶面喷施/n_new 碧护/n_medicine +磷酸二氢钾/n_medicine 调节/n_new 生长/vn ,[],['枯草芽孢杆菌'],"['碧护', '磷酸二氢钾']"
926-2,根系发育不良/n_disease 及/cc 缺素/n_disease 导致/v ，可/c 喷施/n_new 氨基酸二轻钾肥/n_medicine ，冲施/n_new 水溶肥/n_medicine ，叶面/n 用/v 碧护/n_medicine ，磷酸二氢钾/n_medicine ，芸苔素/n_medicine 可/v 缓解/n_new ,[],"['根系发育不良', '缺素']","['氨基酸二轻钾肥', '水溶肥', '碧护', '磷酸二氢钾', '芸苔素']"
927-1,疑似/n_new 品种退化/n_disease ,[],['品种退化'],[]
927-2,辣椒/n_crop 细菌性疮痂/n_disease 病/n 危害/vn 。/wj 建议选用/n_new 内/f 吸/v 性/ng 杀菌剂/n_medicine 噻唑锌/n_medicine 、/wn 乙蒜素/n_medicine 、/wn 氯溴异氰尿酸/n_medicine 等/udeng 喷施防治/n_new 。/wj ,['辣椒'],['细菌性疮痂'],"['杀菌剂', '噻唑锌', '乙蒜素', '氯溴异氰尿酸']"
927-3,二图/n 脐腐病/n_disease ，注意/v 喷施/n_new 螯合钙/n_medicine 硼/n 肥/a 补充/vn ,[],['脐腐病'],['螯合钙']
928-1,肥害/n_disease 或/c 药害/n_new 等/udeng 外力/n 损伤造成/n_new 的/ude1 ，不/d 是/vshi 病菌/n 性病/n 害/n 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['肥害'],['微生物菌剂']
928-2,根系不好/n_disease 。/wj 建议/n 用/p 生根剂/n_medicine 灌根/n_new 。/wj 加强/v 营养/n 补充/vn 。/wj 喷/v 氨基酸叶面肥/n_medicine ！/wt 适当/ad 遮/v 阴/a ，,[],['根系不好'],"['生根剂', '氨基酸叶面肥']"
928-3,土壤环境/n_new 差/a 根系发育不良/n_disease 冲施/n_new 腐/vg 殖/w 酸/a 枯草芽孢杆菌/n_disease ,[],"['根系发育不良', '枯草芽孢杆菌']",[]
929-1,温度/n_new 不适/a 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine +磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
929-2,用药不当/n_disease ，叶面喷施/n_new 氨基酸/n_medicine 十芸苔素/n_medicine 或/c 碧护/n_medicine 缓解/n_new 。/wj ,[],['用药不当'],"['氨基酸', '十芸苔素', '碧护']"
929-3,温度/n_new 不适/a 或是/c 用药不当/n_disease 导致/v 的/ude1 喷施/n_new 碧护/n_medicine 缓解/n_new ,[],['用药不当'],['碧护']
930-1,辣椒/n_crop 疫病危害/n_disease ，可/c 选用/v 10%氰霜唑/n_medicine 悬浮剂/n 200倍/q 液/ng 、/wn 58%精/a 甲霜·锰锌/n_medicine 可/v 湿性粉剂/n_medicine 600倍/q 液/ng 等/udeng 喷施防治/n_new 。/wj ,['辣椒'],['疫病危害'],"['氰霜唑', '锰锌', '湿性粉剂']"
930-2,疫病/n_disease ，可用/v 烯酰/n_medicine ·/w 代森联/n_medicine 、/wn 唑/x 醚/n ·/w 代森联/n_medicine 、/wn 丙森/nr2 ·/w 霜脲氰/n_medicine 、/wn 霜霉威/n_medicine 、/wn 烯酰/n_medicine ·/w 嘧菌酯/n_medicine 、/wn 恶/a 酮/w ·/w 霜脲氰/n_medicine 防治/v ,[],['疫病'],"['烯酰', '代森联', '代森联', '霜脲氰', '霜霉威', '烯酰', '嘧菌酯', '霜脲氰']"
930-3,疫病/n_disease ，用/v 甲霜灵/n_medicine 锰锌/n_medicine ，烯酰吗啉/n_medicine ，霜霉威盐酸盐/n_medicine ，克露/n_medicine ，霜疫清/n_medicine 防治/vn 。/wj ,[],['疫病'],"['甲霜灵', '锰锌', '烯酰吗啉', '霜霉威盐酸盐', '克露', '霜疫清']"
931-1,温度/n_new 不适/a 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine +磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
931-2,药害/n_new 或/c 温度/n_new 不适/a 造成/v 的/ude1 气害/n_disease ；/wf 病害表现/n_disease ：/wp 叶片卷曲/n_disease 或/c 灼伤/n_disease 受害/vi 严重/a ；/wf 防治方法/n_new ：/wp 用/v 碧护/n_medicine 1000倍加/d 磷酸二氢钾/n_medicine 500倍/q ，芸苔素内酯/n_medicine 1500倍/q ,[],"['气害', '病害表现', '叶片卷曲', '灼伤']","['碧护', '磷酸二氢钾', '芸苔素内酯']"
931-3,考虑/n_new 喷药/v 肥害/n_disease 引起/v 喷/v 施芸/nr 苔/ng 素/ag 氨基酸/n_medicine 二氢/n 钾/n ,[],['肥害'],['氨基酸']
932-1,辣椒/n_crop 炭疽病/n_disease ，用/v 咪鲜胺锰盐/n_medicine ，苯甲溴菌腈/n_medicine ，腐霉利/n_medicine ，炭疽/n_disease 福/n 美/ng ，溴菌腈/n_medicine ，啶氧菌酯/n_medicine ，吡唑醚菌酯/n_medicine 喷雾/n_new 防治/vn 。/wj ,['辣椒'],"['炭疽病', '炭疽']","['咪鲜胺锰盐', '苯甲溴菌腈', '腐霉利', '溴菌腈', '啶氧菌酯', '吡唑醚菌酯']"
932-2,炭疽病/n_disease 用/p 苯醚甲环唑/n_medicine 吡唑醚菌酯/n_medicine ，溴/ng 菌/n 氰/w 咪鲜胺/n_medicine 防治/vn ,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '咪鲜胺']"
932-3,炭疽病/n_disease ，用/p 苯醚甲环唑/n_medicine ，吡唑醚菌酯/n_medicine ，咪鲜胺/n_medicine ，溴菌腈/n_medicine 等/v 防治/vn 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '咪鲜胺', '溴菌腈']"
933-1,脐腐病/n_disease ，缺钙/n_disease 导致/v 的/ude1 ，叶面喷施/n_new 氨基酸/n_medicine 钙/n 或/c 螯合钙/n_medicine 。/wj ,[],"['脐腐病', '缺钙']","['氨基酸', '螯合钙']"
933-2,脐腐病/n_disease 危害/vn ，缺钙/n_disease 造成/v 的/ude1 。/wj 建议控制/n_new 氮/n 、/wn 钾肥/n_medicine 施用/v 量/n ，以防/v 影响钙/n_new 的/ude1 吸收/vn 与/cc 运转/vi 。/wj 喷施/n_new 糖醇钙/n_medicine 、/wn 氨基酸/n_medicine 钙/n 等/udeng 防治/vn 。/wj ,[],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
933-3,脐腐病/n_disease ，缺钙/n_disease 引起/v ，叶面喷施/n_new 螯合钙/n_medicine 。/wj ,[],"['脐腐病', '缺钙']",['螯合钙']
934-1,叶甲/nr ，用/p 氯氟氰菊酯/n_medicine 和/cc 啶虫咪/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],[],"['氯氟氰菊酯', '啶虫咪']"
934-2,叶/n 甲/Mg 类/q 害虫危害/n_disease ，建议选用/n_new 烯啶虫胺/n_medicine +联苯菊酯/n_medicine 、/wn 噻虫嗪/n_medicine +高效氯氟氰菊酯/n_medicine 、/wn 螺虫乙酯/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],['害虫危害'],"['烯啶虫胺', '联苯菊酯', '噻虫嗪', '高效氯氟氰菊酯', '螺虫乙酯']"
934-3,黄守瓜/n_disease 为害/v ，可用/v 噻虫嗪/n_medicine 、/wn 联苯菊酯/n_medicine 、/wn 哒螨灵/n_medicine 、/wn 虫/n 腈/w ·/w 哒螨灵/n_medicine 、/wn 氯虫苯甲酰胺/n_medicine 防治/vn ,[],['黄守瓜'],"['噻虫嗪', '联苯菊酯', '哒螨灵', '哒螨灵', '氯虫苯甲酰胺']"
935-1,炭疽病/n_disease 危害/vn ，建议选用/n_new 苯醚甲环唑/n_medicine 、/wn 溴菌腈/n_medicine 、/wn 咪鲜胺/n_medicine 、/wn 啶氧菌酯/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
935-2,炭疽病/n_disease ，可用/v 甲/Mg 硫/n ·/w 异菌脲/n_medicine 、/wn 咪/ng 鲜/a ·/w 丙森锌/n_medicine 、/wn 腈菌唑/n_medicine 、/wn 肟/w 菌/n ·/w 戊唑醇/n_medicine 、/wn 唑/x 醚/n ·/w 代森联/n_medicine 、/wn 苯/n 甲/n ·/w 嘧菌酯/n_medicine 防治/v ,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
935-3,炭疽病/n_disease 危害/vn 建议使用/n_new 肟菌戊唑醇/n_medicine 或/c 氟硅唑/n_medicine 或/c 苯甲丙环唑/n_medicine 防治/vn ,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
936-1,瓢虫/n_disease 益虫/n ,[],['瓢虫'],[]
936-2,叶/n 甲/Mg 类/q 害虫/n 建议使用/n_new 联苯菊酯/n_medicine +烯啶虫胺/n_medicine 或/c 噻虫嗪/n_medicine 喷施防治/n_new ,[],[],"['联苯菊酯', '烯啶虫胺', '噻虫嗪']"
936-3,瓢虫/n_disease 用/p 阿维菌素/n_medicine 啶/x 虫/n 脒/w 烯啶虫胺/n_medicine 吡蚜酮/n_medicine 联苯菊酯/n_medicine 螺虫乙酯/n_medicine 噻虫嗪/n_medicine ,[],['瓢虫'],"['阿维菌素', '烯啶虫胺', '吡蚜酮', '联苯菊酯', '螺虫乙酯', '噻虫嗪']"
937-1,根系吸收/n_new 不好/ad 缺素证/n_disease ，冲施/n_new 枯草芽孢杆菌/n_disease 养/v 根系/n 生根/vi ，叶面喷施/n_new 氨基酸/n_medicine 加/v 微量元素/nl 缓解/n_new 下/f ，7到/v 10天/qt 喷施/n_new 一次/qv ,[],"['缺素证', '枯草芽孢杆菌']",['氨基酸']
937-2,土壤环境/n_new 差/a 根系发育不良/n_disease 冲施/n_new 腐/vg 殖/w 酸/a 枯草芽孢杆菌/n_disease ,[],"['根系发育不良', '枯草芽孢杆菌']",[]
937-3,温度/n_new 不适/a 或/c 根系/n 弱/a 吸收/v 不好/ad 导致/v ，可用/v 腐植酸/n_medicine ，枯草芽孢杆菌/n_disease 灌根/n_new ，促进根系生长/n_new ，叶面喷施/n_new 碧护/n_medicine ，磷酸二氢钾/n_medicine 缓解/n_new ,[],['枯草芽孢杆菌'],"['腐植酸', '碧护', '磷酸二氢钾']"
938-1,根系吸收/n_new 不好/ad 缺素证/n_disease ，冲施/n_new 枯草芽孢杆菌/n_disease 养/v 根系/n 生根/vi ，叶面喷施/n_new 氨基酸/n_medicine 加/v 微量元素/nl 缓解/n_new 下/f ，7到/v 10天/qt 喷施/n_new 一次/qv ,[],"['缺素证', '枯草芽孢杆菌']",['氨基酸']
938-3,根系吸收/n_new 不好/a   冲施/n_new 枯草芽孢杆菌/n_disease 促进根系发育/n_new ,[],['枯草芽孢杆菌'],[]
939-1,椿/ng 橡/w 之类/rz 考虑/n_new 高效氯氟氰菊酯/n_medicine ，高氯/n_new 噻虫嗪/n_medicine ，联苯菊酯/n_medicine ，联苯菊酯/n_medicine 噻虫嗪/n_medicine ，联苯菊酯/n_medicine 噻/w 虫/n 胺/n ，都/d 可以/n_new 用/v ,[],[],"['高效氯氟氰菊酯', '噻虫嗪', '联苯菊酯', '联苯菊酯', '噻虫嗪', '联苯菊酯']"
939-2,蝽/w 类/n 危害/vn 建议使用/n_new 联苯菊酯/n_medicine +烯啶虫胺/n_medicine 或/c 噻虫嗪/n_medicine 喷施防治/n_new ,[],[],"['联苯菊酯', '烯啶虫胺', '噻虫嗪']"
940-1,蚜虫/n_disease 危害/vn ，防/v 烯啶虫胺/n_medicine ，联苯菊酯/n_medicine ，噻虫嗪/n_medicine ，乙基多杀菌素/n_medicine 。/wj   艾美乐/nr 或者/c 艾绿士/nr 或者/c 特/ag 福利/n 。/wj ,[],['蚜虫'],"['烯啶虫胺', '联苯菊酯', '噻虫嗪', '乙基多杀菌素']"
